Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pater-colorido,,,,,,,,,M 40 x 45 cms,,,,,,,,F102,0.0,shopify,deny,manual,93300,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF2971-2.jpg?v=1747759997,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pater-colorido,,,,,,,,,L 50 x 55 cms,,,,,,,,F103,0.0,shopify,deny,manual,115000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF2960-2_d9025de6-8c23-4b34-b8fe-928b480ca811.png?v=1652981084,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vaso-peonias,Vaso Peonías,"<p>Las peonías son una flor muy poco resistente al calor y sus días de vida avanzan a pasos agigantados, así es que para alargar su vida siempre dejarlas en lugares híper frescos. Además beben mucha agua por sus pétalos finos, lo que hace que el agua se consuma rápido.<br></p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '50 x 40 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,68000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8557.png?v=1652811779,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
vaso-peonias,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8425-2.jpg?v=1652811778,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vaso-peonias,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8436-2.jpg?v=1652811778,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vaso-peonias,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8337r-2.jpg?v=1652811855,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-verde,MEI Verde,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;"" data-mce-fragment=""1""><meta charset=""utf-8""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '30 x 45 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F108,0.0,shopify,deny,manual,80000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8415.jpg?v=1652811246,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mei-verde,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8414-2.jpg?v=1652811246,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-verde,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8446.jpg?v=1652811150,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-verde,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8458_1_-2.png?v=1652811151,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heladera-line,Heladera Line,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '55 x 55 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Estilo,Medio ruedo 180º,,,,,,,,F114,0.0,shopify,deny,manual,88000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8375arreglada.png?v=1652810574,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
heladera-line,,,,,,,,,Ruedo completo 360º,,,,,,,,F115,0.0,shopify,deny,manual,120000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8397arreglada-2.jpg?v=1652810570,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heladera-line,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8443.jpg?v=1652810570,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heladera-line,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8461-2.jpg?v=1652810570,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-colorida,Frutera Colorida,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;"" data-mce-fragment=""1""><meta charset=""utf-8""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '50 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Estilo,Medio ruedo 180º,,,,,,,,F134,0.0,shopify,deny,manual,123400,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8342.png?v=1652808794,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
frutera-colorida,,,,,,,,,Ruedo completo 360º,,,,,,,,F135,0.0,shopify,deny,manual,155000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8344.jpg?v=1652808794,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
frutera-colorida,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8356.jpg?v=1652808794,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutera-colorida,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8321-2.png?v=1652809088,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramica-rectangulares,Cerámica Rectangular baja,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Color,Amarillo,,,,,,,,O101,0.0,shopify,deny,manual,29000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0476.png?v=1652808033,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0512.png?v=1745271172,kg,,,active
ceramica-rectangulares,,,,,,,,,Calipso,,,,,,,,O102,0.0,shopify,deny,manual,29000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/ceramic.jpg?v=1745271172,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0507.png?v=1745271172,kg,,,
ceramica-rectangulares,,,,,,,,,Blanco,,,,,,,,O103,0.0,shopify,deny,manual,29000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0512.png?v=1745271172,3,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0506.png?v=1745271172,kg,,,
ceramica-rectangulares,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0506.png?v=1745271172,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramica-rectangulares,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0507.png?v=1745271172,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candelabro-antique,Candelabro Antique,Candelabro antique,Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O104,0.0,shopify,deny,manual,48000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_1186.png?v=1639768205,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
candelabro-antique,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0545.png?v=1639768205,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candelabro-negro,Candelabro Negro,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O105,0.0,shopify,deny,manual,78000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0548.png?v=1639768149,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
corona-metalica-hoja,Corona Metálica Hoja,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O106,0.0,shopify,deny,manual,120000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/oak.jpg?v=1655388328,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
corona-metalica-hoja,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0540.png?v=1655388328,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ost,OST,"<p>El florero de la fotografía corresponde al tamaño M</p>
<p><span style=""color: #b3b3b3;"">S: 25 x 20 x 6</span><br><span style=""color: #b3b3b3;"">M: 30 x 20 x 6</span><br><span style=""color: #b3b3b3;"">L: 40 x 20 x 6</span></p>",Las Lira,Home & Garden > Decor > Vases,Floreros,Decoración,true,Tamaño,S,,,,,,,,O107,0.0,shopify,deny,manual,76500,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0429.jpg?v=1652822202,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0528.png?v=1652825341,kg,,,active
ost,,,,,,,,,M,,,,,,,,O108,0.0,shopify,deny,manual,88500,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_0114.jpg?v=1652825412,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0530.png?v=1652825341,kg,,,
ost,,,,,,,,,L,,,,,,,,O109,0.0,shopify,deny,manual,95500,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0528.png?v=1652825341,3,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0534.png?v=1652825341,kg,,,
ost,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0530.png?v=1652825341,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ost,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0534.png?v=1652825341,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bola-pajaro,Bola Pájaro,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O110,0.0,shopify,deny,manual,63000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0537.png?v=1639767873,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
frutera-alambre-2,Frutera alambre 2,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O111,0.0,shopify,deny,manual,42800,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0543.jpg?v=1655391218,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
frutera-alambre-1,Frutera Alambre 1,"",Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,'0112,0.0,shopify,deny,manual,88000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0522.jpg?v=1655390856,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
frutera-alambre-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0523.jpg?v=1655391041,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
florero-alambre-chico,Florero Alambre,"<p>Florero con estructura de alambre y vidrio cónico craquelado</p>
<p><span style=""color: #b3b3b3;"">S: 28 cms de altura</span><br><span style=""color: #b3b3b3;"">M: 40 cms de altura</span></p>",Las Lira,Home & Garden > Decor > Vases,Floreros,Decoración,true,Tamaño,S,,,,,,,,O113,0.0,shopify,deny,manual,32800,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0428.png?v=1652825037,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0520_1fc50de8-c754-4d88-b008-21e5d7c7b693.png?v=1655390009,kg,,,active
florero-alambre-chico,,,,,,,,,M,,,,,,,,O114,0.0,shopify,deny,manual,68500,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_0033_5ef24287-dde8-4a7c-8ee2-6fdc82c53c63.png?v=1655390009,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_0033_5ef24287-dde8-4a7c-8ee2-6fdc82c53c63.png?v=1655390009,kg,,,
florero-alambre-chico,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0520_1fc50de8-c754-4d88-b008-21e5d7c7b693.png?v=1655390009,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anfora-m,Ánfora L,60 cms de altura x 46 cms de diametro,Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,'0115,0.0,shopify,deny,manual,320000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0535.jpg?v=1655390492,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
anfora-m,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0536.jpg?v=1655390493,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anfora-s,Ánfora S,23 cms de altura x 31 cms de diametro,Las Lira,Home & Garden > Decor,Decoración,Decoración,true,Title,Default Title,,,,,,,,O116,0.0,shopify,deny,manual,82000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0518.jpg?v=1655390531,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ceramica-calypso,Cerámica Calypso,"",Las Lira,Home & Garden > Decor,Florero,Decoración,true,Title,Default Title,,,,,,,,O117,0.0,shopify,deny,manual,25600,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0516.jpg?v=1655388566,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
caja-6,Caja 6,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">El colorido del arreglo puede variar según las flores que tengamos en el taller, siempre son tonos fuertes a menos que se especifique de otra manera</em></p>
<p>Siempre es bueno sacarlas en la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo bajo el sol, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que las flores succionen de manera eficiente</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '25 x 40 x 15 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F111,100.0,shopify,deny,manual,94000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_5979.jpg?v=1662753497,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
caja-6,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8522.png?v=1662753405,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-6,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8523.jpg?v=1662753405,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-6,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/sinfinCAJA6-2.jpg?v=1662753405,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-4,Caja 4,"<p><em data-mce-fragment=""1"">El colorido del arreglo puede variar según las flores que tengamos en el taller, siempre son tonos fuertes a menos que se especifique de otra manera</em><br><br>Siempre es bueno sacarlas en la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo bajo el sol, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que las flores succionen de manera eficiente</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '20 x 25 x 25 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F112,100.0,shopify,deny,manual,73000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8493.png?v=1652805361,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
caja-4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/portadaCAJA4-2.jpg?v=1652805361,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3260-2.jpg?v=1652805359,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/sinfinCAJA4-2.jpg?v=1652805359,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hielera-xxl,Hielera XXL,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tu arreglo tenga una vida util más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '80 x 95 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Estilo,Medio ruedo 180º,,,,,,,,F123,100.0,shopify,deny,manual,220000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/HieleraXXL.jpg?v=1643384371,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
hielera-xxl,,,,,,,,,Ruedo completo 360º,,,,,,,,F124,100.0,shopify,deny,manual,280000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/HieleraXXLcontexto.png?v=1643384371,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
blue-moon,Blue Moon,"<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p> </p>
<p style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '60 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F131,100.0,shopify,deny,manual,148000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3280-2.jpg?v=1652800371,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
blue-moon,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bluemooncontexto.png?v=1652800371,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-moon,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3291-2.jpg?v=1652800371,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-moon,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3304-2.jpg?v=1652800359,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-moon,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/lasliras-_c_RDF3322-2.jpg?v=1652800359,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bola-colorida,Bola Colorida,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Este arreglo aunque no lo parezca está hecho en una base de OASIS (material en donde se acomodan las flores), por lo que el agua de su florero no va a cambiar de nivel, ya que no está hidratando las flores. Para hacerlo deberás -con una regadera o botella- en la parte superior del arreglo hacer un espacio de manera que el agua caiga directamente al OASIS, sin mojar la cabeza de las flores! Nunca dejarlas a pleno sol ni en lugares de calor obvio (por ejemplo el radiador) y siempre es bueno sacarlas por la noche a un lugar fresco.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '80 x 65 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,true,Title,Default Title,,,,,,,,F130,100.0,shopify,deny,manual,152000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/BolaColorida.jpg?v=1643384185,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
bola-colorida,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bolacoloridasinfin2.png?v=1650400063,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bola-colorida,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Bolacoloridacontexto1.png?v=1650400063,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-night,White Night,"<p><meta charset=""utf-8""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Siempre es bueno sacarlas en la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo con luz directo, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que las flores succionen de manera eficiente. Las flores tienen distintos ciclos de vidas, unos mas largos otros más cortos, así es que cuando veas alguna marchita sácala para que no contamine a las demás, de modo que las otras se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '100 x 70 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Arreglos,false,Ruedo,180.0000 (completo),,,,,,,,F116,100.0,shopify,deny,manual,180000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/WhiteNight.jpg?v=1643384503,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,draft
white-night,,,,,,,,,110.000 (medio),,,,,,,,F117,100.0,shopify,deny,manual,110000,,true,false,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/Whitenightcontexto2.png?v=1643384503,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
